1,月,8:00,9:00,呼吸器担当学生 朝カンファレンス,8-2病棟CR(集合)
1,月,9:00,12:00,呼吸器担当学生 実習オリエンテーション、担当患者割り振り,8-2病棟CR(集合)
1,月,12:00,13:00,呼吸器担当学生 担当患者情報収集,
1,月,13:00,14:00,呼吸器担当学生 【呼吸器】クルズス,8-2病棟CR(集合)
1,月,14:00,17:00,呼吸器担当学生 【循環器】症例カンファレンス(時間未定),8-2病棟CR(集合)
1,火,9:00,10:00,呼吸器担当学生 【循環器】手術患者説明＆クルズス,8-2病棟CR(集合)
1,火,10:00,15:00,呼吸器担当学生 【循環器】手術見学,手術室
1,火,15:00,17:00,呼吸器担当学生 【呼吸器】クルズス(時間未定),医学部医局CR
1,水,10:00,15:00,呼吸器担当学生 【循環器】手術見学,手術室
1,水,15:00,17:00,呼吸器担当学生 【循環器】クルズス(時間未定),医学部医局CR
1,木,9:00,10:00,呼吸器担当学生 【循環器】手術患者説明＆クルズス,8-2病棟CR(集合)
1,木,10:00,15:00,呼吸器担当学生 循環器外科手術見学,手術室
1,木,15:00,16:00,呼吸器担当学生 【呼吸器】クルズス,医学部医局CR
1,木,16:00,17:00,呼吸器担当学生 【呼吸器】クルズス(時間未定),医学部医局CR
1,金,9:00,15:00,呼吸器担当学生 【呼吸器】手術見学,手術室
1,金,15:00,17:00,呼吸器担当学生 まとめプレゼンテーション(時間未定),医学部医局CR
1,月,8:00,9:00,循環器担当学生 朝カンファレンス,8-2病棟CR(集合)
1,月,9:00,12:00,循環器担当学生 実習オリエンテーション、担当患者割り振り,8-2病棟CR(集合)
1,月,12:00,13:00,循環器担当学生 担当患者情報収集,
1,月,13:00,14:00,循環器担当学生 【呼吸器】クルズス,8-2病棟CR(集合)
1,月,14:00,17:00,循環器担当学生 【循環器】症例カンファレンス(時間未定),8-2病棟CR(集合)
1,火,9:00,10:00,循環器担当学生 【循環器】手術患者説明＆クルズス,8-2病棟CR(集合)
1,火,10:00,15:00,循環器担当学生 【循環器】手術見学,手術室
1,火,15:00,17:00,循環器担当学生 【呼吸器】クルズス(時間未定),医学部医局CR
1,水,9:00,10:00,循環器担当学生 【循環器】手術患者説明＆クルズス,8-2病棟CR(集合)
1,水,10:00,15:00,循環器担当学生 【循環器】手術見学,手術室
1,水,15:00,17:00,循環器担当学生 【循環器】クルズス(時間未定),8-2病棟CR(集合)
1,木,9:00,10:00,循環器担当学生 【循環器】手術患者説明＆クルズス,8-2病棟CR(集合)
1,木,10:00,15:00,循環器担当学生 循環器外科手術見学,手術室
1,木,15:00,16:00,循環器担当学生 【呼吸器】クルズス,医学部医局CR
1,木,16:00,17:00,循環器担当学生 【呼吸器】クルズス(時間未定),医学部医局CR
1,金,9:00,15:00,循環器担当学生 【呼吸器】手術見学,手術室
1,金,15:00,17:00,循環器担当学生 まとめプレゼンテーション(時間未定),医学部医局CR
1,月,8:00,9:00,担当患者手術日 朝カンファレンス,8-2病棟CR(集合)
1,月,9:00,12:00,担当患者手術日 実習オリエンテーション、担当患者割り振り,8-2病棟CR(集合)
1,月,12:00,13:00,担当患者手術日 担当患者情報収集,
1,月,13:00,14:00,担当患者手術日 【呼吸器】クルズス,8-2病棟CR(集合)
1,月,14:00,17:00,担当患者手術日 【循環器】症例カンファレンス(時間未定),8-2病棟CR(集合)
1,火,9:00,10:00,担当患者手術日 【循環器】手術患者説明＆クルズス,8-2病棟CR(集合)
1,火,10:00,17:00,担当患者手術日 【循環器】手術参加(時間未定),手術室(集合)
1,水,7:50,9:00,担当患者手術日 【呼吸器】手術室入室準備,8-2病棟CR(集合)
1,水,9:00,10:00,担当患者手術日 【循環器】手術患者説明＆クルズス,8-2病棟CR(集合)
1,水,10:00,17:00,担当患者手術日 【循環器・呼吸器】手術参加(時間未定),手術室(集合)
1,木,9:00,10:00,担当患者手術日 【循環器】手術患者説明＆クルズス,8-2病棟CR(集合)
1,木,10:00,17:00,担当患者手術日 【循環器】手術参加(時間未定),手術室(集合)
1,金,7:50,9:00,担当患者手術日 【呼吸器】手術室入室準備,8-2病棟CR(集合)
1,金,9:00,15:00,担当患者手術日 【呼吸器】手術参加,手術室(集合)
1,金,15:00,17:00,担当患者手術日 まとめプレゼンテーション(時間未定),医学部医局CR(集合)
