1,月,7:45,8:15,オリエンテーション,8階泌尿器科病棟カンファレンスルーム(以下)、CR
1,月,8:15,18:00,手術の実際,
1,火,7:45,10:00,病棟カンファレンス,CR(集合)
1,火,10:00,12:00,外来・検査の実際(時間未定),泌尿器科外来(集合)
1,火,13:00,18:00,受け持ち患者の検討・画像診断(時間未定),
1,火,18:00,19:00,手術カンファレンス(時間未定),
1,水,8:00,8:15,病室回診,CR(集合)
1,水,8:15,18:00,手術の実際(時間未定),
1,木,8:45,10:00,病室回診,CR(集合)
1,木,10:00,12:00,外来・検査の実際(時間未定),泌尿器科外来(集合)
1,木,13:00,18:00,受け持ち患者の検討(時間未定),
1,木,18:00,19:00,病理カンファレンス,
1,金,7:45,12:00,総回診(時間未定),CR(集合)
1,金,13:00,15:00,病棟回診(時間未定),
1,金,15:00,18:00,X-Pカンファレンス(時間未定),
2,月,7:45,8:15,病棟回診,CR(集合)
2,月,8:15,18:00,手術の実際,
2,火,7:45,10:00,病棟カンファレンス,CR(集合)
2,火,10:00,12:00,外来・検査の実際(時間未定),泌尿器科外来(集合)
2,火,13:00,18:00,受け持ち患者の検討・画像診断(時間未定),
2,火,18:00,19:00,手術カンファレンス(時間未定),
2,水,8:00,8:15,病室回診,CR(集合)
2,水,8:15,18:00,手術の実際(時間未定),
2,木,8:45,10:00,病室回診,CR(集合)
2,木,10:00,12:00,外来・検査の実際(時間未定),泌尿器科外来(集合)
2,木,14:00,16:00,Small Group Teaching(時間未定),腎泌尿器外科学医局
2,木,16:00,18:00,受け持ち患者の検討(時間未定),
2,木,18:00,19:00,病理カンファレンス(時間未定),
2,金,7:45,12:00,総回診(時間未定),CR(集合)
2,金,13:00,15:00,まとめ(時間未定),
2,金,15:00,18:00,X-Pカンファレンス、レポート提出 抄読会(時間未定),
