1,月,9:30,12:00,オリエンテーション(時間未定),医局CR(集合)
1,月,14:00,17:00,視力・眼圧測定実習/外来検査見学(時間未定),
1,月,18:00,19:00,クリニカルカンファレンス,
1,火,11:00,12:00,細隙灯顕微鏡検査実習(時間未定),
1,火,15:00,17:00,講義「白内障手術手技と手術実習について」(時間未定),
1,水,11:00,12:00,教授オリエンテーション(時間未定),
1,水,14:00,15:00,病棟回診,
1,水,15:00,17:00,緑内障外来見学(時間未定),
1,水,18:30,19:30,リサーチカンファレンス,
1,木,9:00,12:00,手術見学(時間未定),
1,木,14:30,17:00,病棟医長回診(時間未定),
1,金,7:30,8:00,モーニングクルグス,
1,金,9:00,12:00,手術見学(時間未定),
1,金,13:00,17:00,手術見学(時間未定),
2,月,8:00,8:30,モーニングクルグス,
2,月,10:00,12:00,外来見学(時間未定),
2,月,14:00,18:00,網膜外来見学(時間未定),
2,月,18:00,19:00,クリニカルカンファレンス,
2,火,9:00,12:00,手術見学(時間未定),
2,火,13:00,17:00,手術見学(時間未定),
2,水,9:00,12:00,外来見学(時間未定),
2,水,14:00,15:00,病棟回診,
2,水,15:00,17:00,豚眼実習(時間未定),
2,水,18:30,19:30,リサーチカンファレンス,
2,木,9:30,12:00,院外実習(時間未定),
2,木,14:00,17:00,病棟回診(時間未定),
2,金,7:30,8:00,モーニングクルグス,
2,金,9:00,12:00,手術見学(時間未定),
2,金,12:00,17:00,まとめ(時間未定),
