1,月,8:15,8:45,臨床実習概略説明,医学部東南棟4階カンファレンスルーム(集合)
1,月,8:45,12:00,形成外科手術実習(時間未定),北大病院3階手術室(集合)
1,月,16:00,18:00,他科再建手術実習(時間未定),北大病院3階手術室(集合)
1,火,7:30,9:30,カンファレンス参加,医学部東南棟4階カンファレンスルーム(集合)
1,火,9:30,14:30,外来実習,北大病院2階形成外科外来(集合)
1,火,14:30,15:00,病棟実習,北大病院4階形成外科CR(集合)
1,火,15:00,16:00,入院患者総回診参加,北大病院4階形成外科CR(集合)
1,火,16:00,18:00,他科再建手術実習(時間未定),北大病院3階手術室(集合)
1,水,9:30,12:00,外来実習(時間未定),北大病院2階形成外科外来(集合)
1,水,14:00,16:00,縫合セミナー,医学部東南棟4階カンファレンスルーム(集合)
1,水,16:00,18:00,他科再建手術実習(時間未定),北大病院3階手術室(集合)
1,木,7:30,8:30,カンファレンス参加,医学部東南棟4階カンファレンスルーム(集合)
1,木,8:30,12:00,形成外科手術実習～外来実習(時間未定),北大病院3階手術室(集合)
1,木,14:00,16:00,歯科共同外来実習、耳鼻科共同外来実習、唇裂外来,北大病院2階形成外科・耳鼻科外来(集合)
1,木,16:00,18:00,他科再建手術実習(時間未定),北大病院3階手術室(集合)
1,金,8:15,11:00,形成外科手術実習,北大病院3階手術室(集合)
1,金,11:00,12:00,臨床実習口演.ppt(時間未定),医学部東南棟4階カンファレンスルーム(集合)
1,金,13:00,18:00,形成外科手術実習(時間未定),北大病院3階手術室(集合)
