1,月,7:30,8:30,術前症例検討会,医学部棟南棟5階医局
1,月,8:30,13:00,オリエンテーション 病棟実習・手術実習,医学部棟南棟5階医局
1,月,13:00,15:00,総回診,病院7-2病棟
1,月,15:00,18:00,縫合・結紮実習(時間未定),医学部棟南棟5階医局
1,火,7:30,8:30,リサーチカンファレンス,医学部棟南棟5階医局
1,火,8:30,18:00,病棟実習・手術実習(時間未定),
1,水,7:30,8:30,術前症例検討会,医学部棟南棟5階医局
1,水,10:00,13:00,教授レクチャー,医学部棟南棟5階医局
1,水,13:00,18:00,病棟実習・手術実習(時間未定),
1,木,7:30,8:30,MM症例検討会,医学部棟南棟5階医局
1,木,8:30,18:00,病棟実習・手術実習(時間未定),
1,金,7:30,8:30,ジャーナルクラブ,医学部棟南棟5階医局
1,金,8:30,18:00,病棟実習・手術実習(時間未定),
2,月,7:30,8:30,術前症例検討会,医学部棟南棟5階医局
2,月,8:30,13:00,病棟実習・手術実習,
2,月,13:00,15:00,総回診,病院7-2病棟
2,月,15:00,18:00,病棟実習・手術実習(時間未定),
2,火,7:30,8:30,リサーチカンファレンス,医学部棟南棟5階医局
2,火,8:30,18:00,病棟実習・手術実習(時間未定),
2,水,7:30,8:30,術前症例検討会,医学部棟南棟5階医局
2,水,8:30,18:00,病棟実習・手術実習(時間未定),
2,木,7:30,8:30,MM症例検討会,医学部棟南棟5階医局
2,木,8:30,18:00,病棟実習・手術実習(時間未定),
2,金,7:30,8:30,ジャーナルクラブ,医学部棟南棟5階医局
2,金,8:30,15:00,病棟実習・手術実習,
2,金,9:00,15:00,乳腺外科回診/乳腺外科課題報告会(時間未定),
2,金,15:00,18:00,課題報告会,医学部棟南棟5階医局
